"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 14, 2021","63.15","60.44","63.44","60.38","419.81K","4.94%"
"Apr 15, 2021","63.46","62.83","63.57","62.53","243.37K","0.49%"
"Apr 16, 2021","63.13","63.32","63.88","62.83","87.80K","-0.52%"
"Apr 19, 2021","63.38","62.98","63.63","62.63","74.38K","0.40%"
"Apr 20, 2021","62.44","63.47","64.25","61.50","33.04K","-1.48%"
"Apr 21, 2021","61.35","62.39","62.56","60.86","431.49K","-1.75%"
"Apr 22, 2021","61.43","61.11","61.87","60.61","344.70K","0.13%"
"Apr 23, 2021","62.14","61.65","62.43","61.25","345.41K","1.16%"
"Apr 26, 2021","61.91","62.06","62.31","60.66","366.87K","-0.37%"
"Apr 27, 2021","62.94","61.97","63.30","61.91","361.54K","1.66%"
"Apr 28, 2021","63.86","63.04","64.53","62.67","387.68K","1.46%"
"Apr 29, 2021","65.01","63.70","65.47","63.65","384.49K","1.80%"
"Apr 30, 2021","63.58","64.88","64.95","63.08","400.52K","-2.20%"
"May 03, 2021","64.49","63.64","64.68","62.91","285.97K","1.43%"
"May 04, 2021","65.69","64.53","66.19","64.29","370.21K","1.86%"
"May 05, 2021","65.63","66.45","66.76","64.92","460.07K","-0.09%"
"May 06, 2021","64.71","65.27","65.98","64.50","389.21K","-1.40%"
"May 07, 2021","64.90","64.90","65.24","63.90","431.42K","0.29%"
"May 10, 2021","64.92","65.57","65.75","63.95","448.34K","0.03%"
"May 11, 2021","65.28","64.90","65.50","63.68","514.95K","0.55%"
"May 12, 2021","66.08","65.46","66.63","64.97","508.52K","1.23%"
"May 13, 2021","63.82","65.75","65.81","63.09","547.69K","-3.42%"
"May 14, 2021","65.37","63.83","65.62","63.33","383.75K","2.43%"
"May 17, 2021","66.27","65.50","66.43","64.83","268.48K","1.38%"
"May 18, 2021","65.49","66.33","67.01","64.11","167.35K","-1.18%"
"May 19, 2021","63.36","65.28","65.35","61.95","101.90K","-3.25%"
"May 20, 2021","62.05","63.39","63.96","61.89","29.62K","-2.07%"
"May 21, 2021","63.58","61.89","64.07","61.56","530.83K","2.47%"
"May 24, 2021","66.05","63.87","66.14","63.63","466.65K","3.88%"
"May 25, 2021","66.07","66.02","66.51","65.41","497.39K","0.03%"
"May 26, 2021","66.21","66.04","66.43","65.25","376.21K","0.21%"
"May 27, 2021","66.85","66.16","66.92","65.47","337.54K","0.97%"
"May 28, 2021","66.32","66.95","67.52","66.17","390.46K","-0.79%"
"May 30, 2021","66.59","66.70","66.75","66.53","-","0.41%"
"May 31, 2021","66.96","66.58","67.41","66.41","-","0.56%"
"Jun 01, 2021","67.72","66.68","68.87","66.41","570.99K","1.14%"
"Jun 02, 2021","68.83","67.99","69.00","67.78","333.00K","1.64%"
"Jun 03, 2021","68.81","68.76","69.40","68.19","351.37K","-0.03%"
"Jun 04, 2021","69.62","68.91","69.76","68.33","326.25K","1.18%"
"Jun 07, 2021","69.23","69.52","70.00","68.93","365.62K","-0.56%"
"Jun 08, 2021","70.05","69.29","70.27","68.47","441.30K","1.18%"
"Jun 09, 2021","69.96","70.01","70.62","69.46","410.82K","-0.13%"
"Jun 10, 2021","70.29","69.76","70.65","68.68","492.46K","0.47%"
"Jun 11, 2021","70.91","70.10","71.24","69.68","563.58K","0.88%"
"Jun 14, 2021","70.88","70.65","71.78","70.65","319.64K","-0.04%"
"Jun 15, 2021","72.12","71.16","72.49","70.81","336.04K","1.75%"
"Jun 16, 2021","72.15","72.45","72.99","71.61","426.78K","0.04%"
"Jun 17, 2021","71.04","71.65","72.30","69.77","373.78K","-1.54%"
"Jun 18, 2021","71.64","71.10","72.17","70.16","139.58K","0.84%"
"Jun 21, 2021","73.66","71.52","73.96","71.15","123.66K","2.82%"
"Jun 22, 2021","73.06","73.41","73.95","72.94","29.00K","-0.81%"
"Jun 23, 2021","73.08","72.91","74.25","72.82","429.21K","0.03%"
"Jun 24, 2021","73.30","73.28","73.61","72.32","334.83K","0.30%"
"Jun 25, 2021","74.05","73.32","74.18","72.85","364.72K","1.02%"
"Jun 28, 2021","72.91","73.99","74.45","72.62","354.70K","-1.54%"
"Jun 29, 2021","72.98","72.78","73.81","71.97","321.45K","0.10%"
"Jun 30, 2021","73.47","73.47","74.14","72.82","383.63K","0.67%"
"Jul 01, 2021","75.23","73.50","76.22","73.39","615.68K","2.40%"
"Jul 02, 2021","75.16","75.02","75.62","74.41","377.53K","-0.09%"
"Jul 04, 2021","75.14","75.22","75.28","75.00","-","-0.03%"
"Jul 05, 2021","76.25","75.15","76.40","74.75","-","1.48%"
"Jul 06, 2021","73.37","75.35","76.98","72.94","714.04K","-3.78%"
"Jul 07, 2021","72.20","73.85","74.86","71.07","607.97K","-1.59%"
"Jul 08, 2021","72.94","72.17","73.26","70.76","529.69K","1.02%"
"Jul 09, 2021","74.56","73.26","74.76","72.72","422.15K","2.22%"
"Jul 12, 2021","74.10","74.74","74.93","73.16","397.93K","-0.62%"
"Jul 13, 2021","75.25","74.18","75.52","73.68","444.08K","1.55%"
"Jul 14, 2021","73.13","75.17","75.44","72.21","528.36K","-2.82%"
"Jul 15, 2021","71.65","72.96","72.96","71.40","368.68K","-2.02%"
"Jul 16, 2021","71.81","71.48","72.30","70.41","133.93K","0.22%"
"Jul 19, 2021","66.42","71.49","71.67","65.63","82.57K","-7.51%"
"Jul 20, 2021","67.42","66.60","67.65","65.21","29.74K","1.51%"
"Jul 21, 2021","70.30","66.45","70.51","66.44","503.03K","4.27%"
"Jul 22, 2021","71.91","70.22","72.03","69.86","435.18K","2.29%"
"Jul 23, 2021","72.07","71.71","72.21","71.39","274.78K","0.22%"
"Jul 26, 2021","71.91","72.18","72.43","70.56","395.74K","-0.22%"
"Jul 27, 2021","71.65","72.22","72.33","71.08","333.12K","-0.36%"
"Jul 28, 2021","72.39","71.90","72.60","71.70","318.91K","1.03%"
"Jul 29, 2021","73.62","72.40","73.68","72.26","294.46K","1.70%"
"Jul 30, 2021","73.95","73.41","74.23","72.93","303.70K","0.45%"
"Aug 02, 2021","71.26","73.91","73.95","70.55","448.20K","-3.64%"
"Aug 03, 2021","70.56","71.52","71.96","69.19","509.94K","-0.98%"
"Aug 04, 2021","68.15","70.32","70.81","67.85","582.92K","-3.42%"
"Aug 05, 2021","69.09","68.06","69.35","67.61","416.33K","1.38%"
"Aug 06, 2021","68.28","69.14","70.18","67.80","537.14K","-1.17%"
"Aug 09, 2021","66.48","67.88","67.90","65.15","598.38K","-2.64%"
"Aug 10, 2021","68.29","66.85","68.90","66.56","452.13K","2.72%"
"Aug 11, 2021","69.25","68.51","69.45","66.67","513.29K","1.41%"
"Aug 12, 2021","69.09","69.36","69.62","68.46","352.47K","-0.23%"
"Aug 13, 2021","68.44","68.91","69.22","67.77","272.03K","-0.94%"
"Aug 16, 2021","67.29","67.71","68.27","65.73","334.84K","-1.68%"
"Aug 17, 2021","66.59","67.43","67.72","66.33","235.30K","-1.04%"
"Aug 18, 2021","65.46","66.58","67.48","64.34","121.20K","-1.70%"
"Aug 19, 2021","63.69","64.58","64.76","62.63","88.24K","-2.70%"
"Aug 20, 2021","62.32","64.05","64.10","62.11","24.63K","-2.15%"
"Aug 23, 2021","65.64","61.96","66.00","61.74","397.29K","5.33%"
"Aug 24, 2021","67.54","65.54","67.80","65.41","335.89K","2.89%"
"Aug 25, 2021","68.36","67.63","68.54","66.92","353.74K","1.21%"
"Aug 26, 2021","67.42","68.00","68.31","67.02","344.29K","-1.38%"
"Aug 27, 2021","68.74","67.75","69.05","67.52","326.06K","1.96%"
"Aug 30, 2021","69.21","69.30","69.64","67.67","360.80K","0.68%"
"Aug 31, 2021","68.50","69.18","69.34","68.16","325.85K","-1.03%"
"Sep 01, 2021","68.59","68.55","69.24","67.12","399.50K","0.13%"
"Sep 02, 2021","69.99","68.29","70.61","67.84","403.31K","2.04%"
"Sep 03, 2021","69.29","69.76","70.53","69.05","313.09K","-1.00%"
"Sep 05, 2021","68.75","69.22","69.23","68.73","-","-0.78%"
"Sep 06, 2021","68.80","68.75","69.47","68.27","-","0.07%"
"Sep 07, 2021","68.35","69.11","69.48","67.64","481.70K","-0.65%"
"Sep 08, 2021","69.30","68.37","69.75","68.31","389.33K","1.39%"
"Sep 09, 2021","68.14","69.36","69.89","67.56","556.45K","-1.67%"
"Sep 10, 2021","69.72","67.97","69.96","67.68","411.08K","2.32%"
"Sep 13, 2021","70.45","69.74","70.97","69.51","390.94K","1.05%"
"Sep 14, 2021","70.46","70.64","71.22","69.98","414.23K","0.01%"
"Sep 15, 2021","72.61","70.76","73.14","70.65","418.67K","3.05%"
"Sep 16, 2021","72.61","72.65","72.99","71.53","298.41K","0.00%"
"Sep 17, 2021","71.97","72.62","72.72","71.21","119.93K","-0.88%"
"Sep 20, 2021","70.29","71.92","72.08","69.86","75.84K","-2.33%"
"Sep 21, 2021","70.56","70.59","71.63","69.67","37.61K","0.38%"
"Sep 22, 2021","72.23","70.85","72.30","70.64","381.06K","2.37%"
"Sep 23, 2021","73.30","71.97","73.50","71.61","403.41K","1.48%"
"Sep 24, 2021","73.98","73.24","74.27","72.81","350.38K","0.93%"
"Sep 27, 2021","75.45","74.19","75.75","74.16","417.83K","1.99%"
"Sep 28, 2021","75.29","75.43","76.67","74.24","476.14K","-0.21%"
"Sep 29, 2021","74.83","74.38","75.79","73.74","424.19K","-0.61%"
"Sep 30, 2021","75.03","74.78","76.07","73.14","583.19K","0.27%"
"Oct 01, 2021","75.88","75.12","75.99","74.23","389.00K","1.13%"
"Oct 04, 2021","77.62","75.90","78.38","75.32","458.01K","2.29%"
"Oct 05, 2021","78.93","77.58","79.48","77.47","449.62K","1.69%"
"Oct 06, 2021","77.43","79.04","79.78","76.83","459.06K","-1.90%"
"Oct 07, 2021","78.30","77.00","78.89","74.96","545.01K","1.12%"
"Oct 08, 2021","79.35","78.86","80.11","78.63","662.01K","1.34%"
"Oct 11, 2021","80.52","79.59","82.18","79.55","653.76K","1.47%"
"Oct 12, 2021","80.64","80.50","81.62","79.47","598.18K","0.15%"
"Oct 13, 2021","80.44","80.58","81.04","79.42","487.22K","-0.25%"
"Oct 14, 2021","81.31","80.59","81.68","80.38","399.81K","1.08%"
"Oct 15, 2021","82.28","81.48","82.66","81.39","277.95K","1.19%"
"Oct 18, 2021","82.44","82.60","83.87","81.84","134.10K","0.19%"
"Oct 19, 2021","82.96","82.37","83.74","81.80","82.61K","0.63%"
"Oct 20, 2021","83.87","83.34","84.25","81.30","25.72K","1.10%"
"Oct 21, 2021","82.50","83.58","83.96","80.79","567.50K","-1.63%"
"Oct 22, 2021","83.76","82.61","84.22","81.76","465.36K","1.53%"
"Oct 25, 2021","83.76","83.98","85.41","83.39","568.73K","0.00%"
"Oct 26, 2021","84.65","83.72","84.88","82.97","467.72K","1.06%"
"Oct 27, 2021","82.66","84.39","84.51","82.01","529.95K","-2.35%"
"Oct 28, 2021","82.81","82.25","83.21","80.58","491.59K","0.18%"
"Oct 29, 2021","83.57","83.09","83.74","81.41","507.31K","0.92%"
"Nov 01, 2021","84.05","83.36","84.88","82.74","412.31K","0.57%"
"Nov 02, 2021","83.91","83.87","84.41","82.92","429.61K","-0.17%"
"Nov 03, 2021","80.86","83.07","83.08","79.69","546.58K","-3.63%"
"Nov 04, 2021","78.81","80.18","83.42","78.25","701.12K","-2.54%"
"Nov 05, 2021","81.27","79.37","81.80","78.96","531.05K","3.12%"
"Nov 08, 2021","81.93","81.13","82.67","81.05","393.95K","0.81%"
"Nov 09, 2021","84.15","82.16","84.63","81.78","504.83K","2.71%"
"Nov 10, 2021","81.34","84.53","84.97","80.81","555.22K","-3.34%"
"Nov 11, 2021","81.59","81.41","82.33","80.20","475.44K","0.31%"
"Nov 12, 2021","80.79","81.21","81.62","79.78","390.30K","-0.98%"
"Nov 15, 2021","80.88","80.66","81.20","79.30","343.48K","0.11%"
"Nov 16, 2021","80.76","80.93","81.81","80.03","325.67K","-0.15%"
"Nov 17, 2021","78.36","80.54","80.69","77.69","174.47K","-2.97%"
"Nov 18, 2021","79.01","78.34","79.36","77.08","83.98K","0.83%"
"Nov 19, 2021","76.10","78.76","79.92","75.37","30.70K","-3.68%"
"Nov 22, 2021","76.75","75.75","77.16","74.76","465.77K","0.85%"
"Nov 23, 2021","78.50","76.46","78.86","75.30","506.99K","2.28%"
"Nov 24, 2021","78.39","78.48","79.23","77.98","328.85K","-0.14%"
"Nov 25, 2021","77.41","78.38","78.65","77.28","-","-1.25%"
"Nov 26, 2021","68.15","78.34","78.65","67.40","844.63K","-11.96%"
"Nov 29, 2021","69.95","69.23","72.93","68.86","675.09K","2.64%"
"Nov 30, 2021","66.18","70.04","71.22","64.43","722.48K","-5.39%"
"Dec 01, 2021","65.57","67.01","69.49","64.84","602.45K","-0.92%"
"Dec 02, 2021","66.50","65.63","67.49","62.43","668.29K","1.42%"
"Dec 03, 2021","66.26","67.50","69.22","65.60","449.97K","-0.36%"
"Dec 06, 2021","69.49","67.02","70.15","66.72","401.06K","4.87%"
"Dec 07, 2021","72.05","69.72","73.03","69.52","496.53K","3.68%"
"Dec 08, 2021","72.36","71.86","73.00","70.91","464.85K","0.43%"
"Dec 09, 2021","70.94","72.52","73.34","70.39","393.21K","-1.96%"
"Dec 10, 2021","71.67","70.68","72.33","70.32","397.88K","1.03%"
"Dec 13, 2021","71.29","72.04","73.00","70.71","406.60K","-0.53%"
"Dec 14, 2021","70.73","71.12","72.03","69.51","359.45K","-0.79%"
"Dec 15, 2021","70.87","70.35","71.66","69.39","294.34K","0.20%"
"Dec 16, 2021","72.38","71.48","72.99","71.03","142.54K","2.13%"
"Dec 17, 2021","70.86","71.92","72.26","69.89","78.13K","-2.10%"
"Dec 20, 2021","68.23","70.07","70.07","66.04","36.73K","-3.71%"
"Dec 21, 2021","71.12","69.21","71.55","68.56","358.78K","4.24%"
"Dec 22, 2021","72.76","71.27","73.16","70.80","306.71K","2.31%"
"Dec 23, 2021","73.79","73.03","73.95","72.27","270.22K","1.42%"
"Dec 27, 2021","75.57","73.38","76.09","72.57","268.49K","2.41%"
"Dec 28, 2021","75.98","75.97","76.92","75.53","249.73K","0.54%"
"Dec 29, 2021","76.56","76.04","77.37","75.36","283.56K","0.76%"
"Dec 30, 2021","76.99","76.58","77.44","75.78","231.16K","0.56%"
"Dec 31, 2021","75.21","76.66","77.08","74.95","237.12K","-2.31%"
